,string,position
9039,ром залізною рук,7
9040,пав його за,7
9041,чні розпочати під,10
9042,та адвокати від,8
9043,та альтернативних вид,12
9044,та багато інш,6
9045,та бактерії мож,7
9046,та була вмо,6
9047,та бухгалтерському обл,7
9048,та вартість ста,4
9049,та вбудованим зас,7
9050,та взяти пла,5
9051,та виконання зав,8
9052,та виховання діт,8
9053,та вишивана сор,8
9054,та включені до,6
9055,та владі киє,7
9056,та власної без,5
9057,та внести про,8
9058,та вони про,6
9059,та всіми інш,5
9060,та всієї схі,6
9061,та відповідну за,9
9062,та відповідні про,9
9063,та відходів мет,7
9064,та військовослужбовцям нац,17
9065,та генерала мик,8
9066,та голова рад,8
9067,та горлали на,7
9068,та городину кид,6
9069,та двоє з,5
9070,та дзвінким гол,9
9071,та диференціюються зал,4
9072,та добре щеп,4
9073,та договорами пен,8
9074,та документи пон,8
9075,та допомогу у,8
9076,та діяльність пер,5
9077,та еукаріотів на,3
9078,та жалі з,4
9079,та загалом дуж,8
9080,та зайнятість нас,4
9081,та залізних руд,6
9082,та занять обо,6
9083,та запропонувало ого,13
9084,та заступити чим,9
9085,та захисту інф,4
9086,та захопили мос,8
9087,та здригуючись від,6
9088,та зобов’язується їх,9
9089,та кальцій хло,4
9090,та квантової мех,8
9091,та керівник хер,9
9092,та київської міс,4
9093,та клими пол,5
9094,та колеги заг,6
9095,та коли гуп,6
9096,та комісію слі,6
9097,та куликового пол,8
9098,та луганської обл,6
9099,та лінійної ком,6
9100,та літературну осв,10
9101,та мармуровою обк,9
9102,та маслянистий зап,9
9103,та містить 250,4
9104,та місцевих бюд,7
9105,та міцну нап,7
9106,та навіть лис,4
9107,та надання ком,9
9108,та небо бул,4
9109,та нездатності до,7
9110,та ниці кол,4
9111,та новими ілю,6
9112,та німецька faz,6
9113,та оплатою пра,6
9114,та опрацьовується дал,9
9115,та оригінали мит,9
9116,та палітурні май,8
9117,та перевірки яко,8
9118,та перед ном,4
9119,та перераховується орг,10
9120,та пилюки уві,4
9121,та подання фін,9
9122,та подивляти стр,9
9123,та позбавлення вол,7
9124,та попався з,6
9125,та поранених в,6
9126,та постановами вер,9
9127,та починаючи з,8
9128,та правилах утр,5
9129,та представляє інт,12
9130,та прекрасний о́б,8
9131,та прийняття пов,11
9132,та прикрощі з,5
9133,та проведення опе,5
9134,та проявляють агр,9
9135,та після зак,4
9136,та після сер,4
9137,та пішов важ,6
9138,та радісної від,4
9139,та разом з,6
9140,та роздмухує інт,8
9141,та розмірами буд,4
9142,та розробку чот,7
9143,та ролі оон,4
9144,та рослинних орг,7
9145,та росте тощ,7
9146,та симпатії до,7
9147,та складається з,8
9148,та сотні філ,4
9149,та спрямовувати з,8
9150,та старими дра,7
9151,та стимулює зни,9
9152,та строки так,6
9153,та технологи всь,7
9154,та тимчасової ізо,9
9155,та тканинами і,7
9156,та трухлявих дом,8
9157,та тупого лез,6
9158,та туризму зді,6
9159,та урядом кор,3
9160,та установ іно,8
9161,та факти інш,4
9162,та фактичну ваг,7
9163,та фантастично м`я,10
9164,та фауни пол,4
9165,та фаховості над,4
9166,та цілковите заб,9
9167,та цінувати сво,8
9168,та частинне або,7
9169,та чекати пок,6
9170,та чернігівської обл,7
9171,та чесне тов,4
9172,та чоловіки куп,10
9173,та чутливістю до,7
9174,та шахтар нар,7
9175,та ширина не,8
9176,та шкірними рец,8
9177,та шоколадну фаб,8
9178,та щирих дру,4
9179,та якості або,3
9180,та якістю обр,3
9181,та японії збі,5
9182,та єдиної спр,5
9183,та ідеально виб,6
9184,та іншим ушк,3
9185,та іншими нар,3
9186,та інших вид,3
9187,та інших дом,3
9188,та інших маю,3
9189,та інших осі,3
9190,та інших пон,3
9191,та інші вид,3
9192,та інші гол,3
9193,та інші зац,6
9194,та інші мов,3
9195,та інші обс,3
9196,та інші реч,3
9197,та історик оси,6
9198,та ісус доб,5
9199,та її доч,4
9200,ору аушвіц від,4
9201,рів дарма не,8
9202,рів нацистської нім,7
9203,ома ненавиділи в,9
9204,так багато кра,7
9205,так батько пот,5
9206,так виник пла,5
9207,так воно дуж,7
9208,так гостро і,5
9209,так давно був,8
9210,так давно і,5
9211,так звані ант,6
9212,так звані моз,6
9213,так здійснюється газ,6
9214,так надсилати кни,10
9215,так просто і,9
9216,так само поя,7
9217,так само роб,5
9218,так само уні,7
9219,так собі плу,7
9220,так старанно її,8
9221,так херово гра,7
9222,так юрко анд,7
9223,ака сама дол,7
9224,аке знамените тов,8
9225,аке нечітке та,10
9226,аке пити і,5
9227,аке повідомлення не,9
9228,аке пояснення вик,6
9229,аки вдалося впр,8
9230,аки добре при,5
9231,аки можна так,5
9232,аки навідати над,9
9233,аки саме в,5
9234,кий висить на,7
9235,кий дельтаплан з,5
9236,кий досвід пом,5
9237,кий потужний сус,7
9238,кий режим тут,7
9239,ким захопленням біг,7
9240,ким папірцем кон,10
9241,ким способом реч,6
9242,ким тілом зар,5
9243,ким чином мож,5
9244,ким чином не,5
9245,ими звироднілими й,11
9246,ими обставинами най,8
9247,ких суден і,5
9248,ого друга маю,6
9249,ого лазаря ско,5
9250,ого надрокористувача на,5
9251,ого ніколи дот,7
9252,ого права для,6
9253,ого приниження я,6
9254,ого результату мог,11
9255,ого розколу орг,8
9256,ого співрозміщення кон,12
9257,ого чоловіка пов,9
9258,кож аналіз зап,6
9259,кож багато інш,7
9260,кож безперешкодно пов,13
9261,кож видалення з,5
9262,кож викликає ест,10
9263,кож висновку про,5
9264,кож включатимуть дор,9
9265,кож вона зга,7
9266,кож встановлено фор,9
9267,кож відійшов з,10
9268,кож дорогоцінні кам,11
9269,кож забезпечити від,10
9270,кож здійснюватиметься над,6
9271,кож йдеться про,6
9272,кож маю гра,5
9273,кож має нег,5
9274,кож методом вну,5
9275,кож може вик,5
9276,кож обмінюватися ним,7
9277,кож певні ета,5
9278,кож переробка їх,9
9279,кож повинні зма,7
9280,кож позбулися хер,8
9281,кож положеннями між,7
9282,кож поніс втр,7
9283,кож пошепки роз,5
9284,кож припинити над,10
9285,кож присутні зат,8
9286,кож проводити шля,6
9287,кож провідник дро,8
9288,кож провідник дро,11
9289,кож програми з,6
9290,кож прозорий бла,8
9291,кож регулюються нер,9
9292,кож регулює їхн,9
9293,кож скам’яніле дер,9
9294,кож смертей та,9
9295,кож створюється стр,7
9296,кож формах мал,5
9297,кож шукати шля,7
9298,ому вигляді шту,5
9299,ому разі год,5
9300,кою схемою пра,6
9301,кою халтурою і,8
9302,кої героїчної доб,8
9303,кої книжки дав,6
9304,кої навали мег,7
9305,акт фокстротові і,10
9306,кти різко й,5
9307,аку людину і,7
9308,аку точно на,5
9309,акі гребені у,6
9310,акі завдання не,8
9311,акі моделі збе,7
9312,акі роздуми й,5
9313,акі швидкі їзд,9
9314,там було дуж,5
9315,там відбувалася тає,10
9316,там його щор,7
9317,там коштує оди,5
9318,там має бут,5
9319,там наче є,5
9320,там немало й,7
9321,там собі буд,7
9322,там таку атм,7
9323,там хворіють люд,8
9324,ицю валентину чис,10
9325,рас запропонував мен,14
9326,сом передовсім том,12
9327,ата приходить раз,8
9328,ька навала 123,7
9329,ого баскака від,8
9330,ого етнічного наш,7
9331,ато курив у,7
9332,ато називався роб,9
9333,ато народився чер,9
9334,ато почав сер,7
9335,ато працював у,10
9336,ато підібрав у,10
9337,ове куріння у,7
9338,том однієї ноч,8
9339,том робили чуд,7
9340,ння створює мож,7
9341,тів тато наз,7
9342,мна неприхильність до,10
9343,рин повертаються вла,10
9344,рин розробляється та,11
9345,ина переходить у,9
9346,ина умертвляється мет,11
9347,ами допускаються осо,10
9348,ами може про,5
9349,ини застосовується заг,10
9350,ини протягом п’я,6
9351,ини протягом сем,6
9352,ину переходить до,9
9353,дих тілах між,7
9354,ння якого вир,6
9355,рдо засвоїв кон,8
9356,езо мислити і,5
9357,ори зіграли у,8
9358,ори леся кур,5
9359,или другий яру,6
9360,чих професій і,8
9361,орі людина пра,7
9362,вою білу гол,5
9363,воє ім’я вид,7
9364,оїх батьків і,9
9365,вір буде пре,5
9366,вір найвірніший пер,11
9367,вір написаний сер,7
9368,те дуже доб,4
9369,ром завітати пла,9
9370,тру було гус,7
9371,ебе визволю від,5
9372,ебе типу сил,5
9373,теж була тут,7
9374,теж справедливо від,12
9375,еза статей хви,8
9376,кла суцільна рік,7
9377,кст василя овс,9
9378,сту міститься бли,5
9379,сту підручника з,8
9380,сті параграфа фор,7
9381,сті повідомлення інш,9
9382,уча катерина оса,9
9383,ама буде дов,5
9384,коп було зап,7
9385,тем пропоную зро,10
9386,ема застаріла і,10
9387,чні групи і,6
9388,еми якості пер,4
9389,мне пиво виг,5
9390,ним волоссям всі,7
9391,ого логотипу на,9
9392,мні очі заз,4
9393,мні черги сер,5
9394,ура вночі 2,8
9395,ура тіла вза,5
9396,ему довіри вбо,7
9397,ему квітки бер,6
9398,ції темпи пок,5
9399,рну вимогу щод,7
9400,чні заняття про,5
9401,пер відокремлює 10,10
9402,пер доставлятимуть про,11
9403,пер діждав і,5
9404,пер забудовник пла,9
9405,пер звикли і,6
9406,пер райцентр льв,8
9407,пер тільки ори,5
9408,пер учились пит,6
9409,пер читачі змо,9
9410,ого стану тіл,6
9411,рен легко під,5
9412,ної громади зал,8
9413,ної громади та,8
9414,рій населених міс,5
9415,рію чужої дер,7
9416,рію японські вій,6
9417,ьні спори наш,6
9418,іях донецької та,7
9419,рії дитячого таб,7
9420,рії перших алм,5
9421,рії тернопільської обл,8
9422,рії україни очі,8
9423,рії якої бул,6
9424,мін доставки та,8
9425,іни апаратура бул,10
9426,іни вживаються у,8
9427,ого декорування дер,11
9428,кої обласної дер,10
9429,кої області вхо,4
9430,ору проти наш,6
9431,рра маріана про,8
9432,тес станом на,6
9433,ета міра бул,5
9434,ета міра вип,5
9435,ета міра нік,5
9436,ети міри у,5
9437,гій дає змо,6
9438,гія передбачає рег,12
9439,ями представила кре,10
9440,іка опрацювання не,11
9441,іка цього пос,6
9442,іки скрупулятна мет,11
9443,іку виробу ніж,5
9444,іку виробу пос,5
9445,ний відділ фсб,5
9446,ими регламентами і,8
9447,уть поруч шир,5
9448,ти граєш у,5
9449,ти завжди з,4
9450,ти зовнішніми зас,4
9451,ти мене ота,4
9452,ти можеш зро,4
9453,ти можеш поч,4
9454,ти поклала в,7
9455,ти правильно виб,5
9456,ти прийшла зі,9
9457,ти читаєш у,4
9458,жня моди дов,5
9459,нів через три,5
9460,тил третього рей,6
9461,тим більше роз,5
9462,тим новим ім’,7
9463,тим самим омр,7
9464,тим своїм усм,7
9465,тим часом кар,5
9466,тим часом мат,5
9467,тим часом у,5
9468,тим ґатунком геп,7
9469,ими страшними ігр,10
9470,ово ізольовані дом,9
9471,ого перемир’я з,9
9472,вою хатою так,5
9473,тип клімату в,6
9474,тип цього окр,6
9475,ами мусите виб,5
9476,ипу сили дію,5
9477,ком органів дер,4
9478,сяч бранців бул,6
9479,сяч етнографічних та,12
9480,сяч закарпатських євр,7
9481,сяч зразків тка,9
9482,сяч наших зем,5
9483,ячі кімнат від,8
9484,тих запліснілих ком,11
9485,хий голос мат,5
9486,ими хвилями і,6
9487,хих озер заг,4
9488,ина легко від,5
9489,ина некротизується з,12
9490,ини розміром 1,5
9491,ини сохли по,5
9492,тлі французьких бур,9
9493,то буде кін,4
9494,то були два,6
9495,то було йог,6
9496,то було пер,6
9497,то більше шлу,4
9498,то важко бул,4
9499,то вона зал,6
9500,то вона не,6
9501,то вони все,6
9502,то галаслива й,9
9503,то другий уда,5
9504,то діти лиш,4
9505,то замість мін,4
9506,то засміялась нер,7
9507,то його взя,6
9508,то його пис,6
9509,то колодочка сту,6
9510,то коментаторам зос,9
9511,то обом кор,5
9512,то плюнув на,5
9513,то препогана зав,9
9514,то чого див,6
9515,то чого сор,4
9516,то чорної тін,4
9517,то якось вик,3
9518,то їхні сме,3
9519,бто йдеться про,6
9520,бто перед вик,5
9521,бто підвищене ста,8
9522,обі колись про,7
9523,обі куди лет,7
9524,вар була зни,7
9525,тві довелося ста,7
9526,риш скалку од,6
9527,риш тримав сиґ,8
9528,рів народного спо,7
9529,ька селищна рад,5
9530,кий селищний гол,5
9531,кої селищної рад,5
9532,кої територіальної гро,12
9533,ьку селищну об’,5
9534,ому кишечнику пер,7
9535,ого вимагають про,9
9536,ого всього є,9
9537,ого матеріалу зро,10
9538,ого напівмлосного тра,11
9539,ого полину ціл,7
9540,ого пропущеного час,6
9541,ого убозтва дух,6
9542,ого часу не,5
9543,ому становищі виг,8
9544,оді авторці дов,4
9545,оді дзядзьо вис,6
9546,оді дзядзьо при,6
9547,оді жили у,5
9548,оді лише два,7
9549,оді мало від,5
9550,оді нативізм наб,9
9551,оді одарка й,6
9552,оді одне одн,7
9553,оді організація втр,11
9554,оді повинен роз,7
9555,оді поставили зав,8
9556,оді продавали сво,8
9557,оді скороченими вер,6
9558,оді тебе виз,7
9559,оді тета мір,5
9560,оді її в,5
9561,оді її при,5
9562,шнє листування з,10
9563,тож деякі люд,5
9564,тож можеш екс,5
9565,тож просто на,6
9566,тож тепер чит,7
9567,той драгун сул,8
9568,той його зно,7
9569,той матиме сво,5
9570,той момент тай,7
9571,той самий мер,5
9572,той світлий пор,6
9573,той табір зві,5
9574,той чоловік вис,7
9575,той чоловік вис,9
9576,той чоловік до,9
9577,кіо серед наз,5
9578,ому багато рок,7
9579,ому вишкіл наш,5
9580,ому дослідник зна,8
9581,ому микола зер,7
9582,ому навіть не,5
9583,ому прокуратура при,12
9584,ому ситний обі,5
9585,вий кооперативний дім,12
9586,ові центри без,5
9587,ься небезпечності й,10
9588,ася всієї наш,6
9589,адо обговорень і,9
9590,мна рослина щас,8
9591,ами габариту пал,9
9592,чки зору мол,5
9593,ний потік зву,7
9594,них координат зав,11
9595,чно врятує тоб,8
9596,чно довше буд,5
9597,ної відповіді він,5
9598,чну ціну кол,5
9599,чні чорні очі,5
9600,тої ночі п’я,5
9601,тої отрутної пош,7
9602,тої самої ноч,5
9603,ава була нас,5
9604,ння тварин або,8
9605,вні ферменти тощ,8
9606,йно католицьке міс,7
9607,йно мають дуж,5
9608,йно стали теп,6
9609,ція породила под,9
9610,ння замовник під,7
9611,ння третьої осо,9
9612,нсу доводить до,5
9613,ори струму і,7
9614,ося того ран,5
9615,ися поодинокі пар,10
9616,еба буде рят,5
9617,еба будувати нов,9
9618,еба було де,7
9619,еба було зна,7
9620,еба було на,7
9621,еба було пої,5
9622,еба було хоч,7
9623,еба знайти так,6
9624,еба наперед ста,9
9625,еба окремі бли,7
9626,еба плутати пон,6
9627,еба робити в,5
9628,еба розмовляти у,11
9629,еба руки від,5
9630,еба сліпо вір,6
9631,ала вертатись з,8
9632,ком релізу є,7
9633,ому вдалося вла,8
9634,етю ночі я,5
9635,три вагони цег,7
9636,три великі пар,7
9637,три види чер,5
9638,три місця кон,5
9639,три місяці уже,5
9640,три основних еле,10
9641,три тисячі кім,5
9642,три тонни тяг,5
9643,три хвилі дем,6
9644,али декілька тиж,5
9645,лою основою і,7
9646,ати близько 30,6
9647,ває майже до,5
9648,яти пробивали дош,10
9649,ять років вст,5
9650,али комплекс бор,5
9651,ати немовля в,10
9652,ати п’ятнадцять хви,9
9653,ичі вцілив у,6
9654,охи вайлувато роз,10
9655,охи дитячих спо,7
9656,охи заціпили язи,9
9657,охи пожовклий по,7
9658,охи присоромивши сам,10
9659,охи пізніше він,8
9660,роє були пер,5
9661,роє були пор,7
9662,роє націоналістів у,12
9663,сах внутрішню киш,6
9664,ила тебе за,7
9665,вих домів в,5
9666,ома вибухами вод,5
9667,ьох близько роз,6
9668,ьох присудили до,10
9669,ула перша шка,5
9670,ами жовті веч,5
9671,ту жорстокість і,8
9672,ту саму вис,4
9673,ту саму сте,4
9674,ту єдність мет,3
9675,еті сама її,7
9676,уди входять усі,6
9677,елі його зак,7
9678,тур містами зах,5
9679,ого управління у,10
9680,зму здійснити нео,10
9681,тут ані нап,4
9682,тут виник пер,5
9683,тут дуже важ,5
9684,тут люди й,5
9685,тут майже під,5
9686,тут можна поб,5
9687,тут моє сер,6
9688,тут освідчувалися у,7
9689,тут повнісінька тюр,8
9690,тут принаймні зна,8
9691,тут свою под,7
9692,тут тричі на,6
9693,тут уже зак,6
9694,тут усі сло,6
9695,тут хлопці з,6
9696,шка якась пок,6
9697,уло вареною кап,7
9698,ими були міц,7
9699,гне вивести йог,5
9700,гне ковдру на,5
9701,жка праця на,6
9702,сті передозування чи,7
9703,ті ваші ман,4
9704,ті зрозуміли їх,9
9705,ті казки поч,7
9706,ті особливості в,8
9707,ті речі які,4
9708,ті самі рух,4
9709,ті часи в,6
9710,тій самій лік,5
9711,іла зосереджуються ста,9
9712,іла лише під,7
9713,лах міжмолекулярні сил,14
9714,них ушкоджень пра,7
9715,ьки вершина айс,8
9716,ьки взривання пук,9
9717,ьки виб’єш соб,5
9718,ьки виду шве,5
9719,ьки дивом див,5
9720,ьки дурний не,8
9721,ьки зручно гра,6
9722,ьки моя мам,5
9723,ьки незначним кіл,11
9724,ьки оришка роз,6
9725,ьки працівники хме,13
9726,ьки приїжджі бра,7
9727,ьки профанує про,10
9728,ьки тиждень мин,5
9729,ьки тоді він,7
9730,ьки шукати ком,7
9731,інь пішли про,8
9732,вої економіки до,8
9733,іні забутих пре,7
9734,рца радить не,5
9735,сно пов’язані з,8
9736,ією самою мов,7
9737,у багаторічні шар,9
9738,у багатьох вип,8
9739,у багатьох з,8
9740,у бараку з,5
9741,у будь-якому вип,3
9742,у будь-якому опо,9
9743,у будь-яку хви,3
9744,у бутони по,5
9745,у буфеті сто,5
9746,у більшості сит,3
9747,у вашому кла,3
9748,у вашому інт,3
9749,у великих доз,5
9750,у великій шаф,5
9751,у верхній час,3
9752,у вестибюлі тхн,8
9753,у видовищних зах,5
9754,у висоту та,7
9755,у вище учи,3
9756,у вищих еше,3
9757,у вищих нав,3
9758,у власників тра,4
9759,у власній киш,4
9760,у воду й,3
9761,у всенародні збо,8
9762,у всьому без,5
9763,у всьому цьо,5
9764,у вуздечці кра,3
9765,у вухах адр,3
9766,у відділку нас,3
9767,у відділі ком,3
9768,у відповідному від,8
9769,у відповідь на,3
9770,у відповіді на,6
9771,у відпустку піс,6
9772,у відрі з,6
9773,у вільному уні,3
9774,у вісімдесят вос,10
9775,у вісімдесят пер,10
9776,у вітальні був,3
9777,у гастрономі кав,9
9778,у генеральному пла,7
9779,у головних рол,8
9780,у головній кон,8
9781,у господарствах поя,8
9782,у гробовій тиш,8
9783,у групі d,4
9784,у дальшому роз,3
9785,у дванадцятитомному зіб,13
9786,у двері пов,4
9787,у дворі вла,6
9788,у дев'ятнадцять ти,9
9789,у декретній від,6
9790,у делятинській хат,3
9791,у делятині поп,7
9792,у державному бюд,6
9793,у десятки раз,5
9794,у деяких мар,3
9795,у деяких мар,6
9796,у дзядзя стр,4
9797,у дивний сві,3
9798,у дискусії сер,6
9799,у дитячу лік,5
9800,у дитячій кім,5
9801,у довгому ми,3
9802,у домовлений ден,5
9803,у домі рим,3
9804,у дуже збу,3
9805,у діда зле,3
9806,у дію вст,3
9807,у дієтичну їда,6
9808,у житті усі,6
9809,у жодному бар,3
9810,у жодному змі,3
9811,у жінки вра,3
9812,у забаві вдв,5
9813,у зазначеному про,6
9814,у законі укр,5
9815,у закордонні жур,8
9816,у закоротких ліж,7
9817,у залі для,3
9818,у замерзлому зал,5
9819,у записах ста,3
9820,у зворотній про,6
9821,у згаданому вищ,4
9822,у здивованих роб,6
9823,у здорових люд,6
9824,у зоні бул,3
9825,у його сві,3
9826,у його шлу,5
9827,у каптур пер,3
9828,у каптур пер,6
9829,у карти чиє,3
9830,у кафе нав,3
9831,у квартиру і,7
9832,у кирзових чер,3
9833,у кирзових чоб,3
9834,у кишені мог,5
9835,у кишечнику та,5
9836,у києві мис,3
9837,у києві мис,4
9838,у кліпі нек,6
9839,у кого бул,3
9840,у кожному авт,3
9841,у кожному від,3
9842,у кожному ряд,3
9843,у кожному сел,3
9844,у комісійний від,7
9845,у комітеті зак,3
9846,у концерт хол,6
9847,у космос у,3
9848,у костелах срі,6
9849,у культовій кни,3
9850,у кіновсесвіті чуж,8
9851,у кінцевому від,6
9852,у кінці кім,6
9853,у кінці сер,6
9854,у легенях і,5
9855,у листах авт,6
9856,у львові кри,5
9857,у львові я,5
9858,у львові і,5
9859,у любові і,5
9860,у ліжкові шук,3
9861,у ліжку про,3
9862,у лісовому уро,7
9863,у лісовій про,5
9864,у лісі ще,3
9865,у літрових скл,6
9866,у медичній слу,5
9867,у межах діл,3
9868,у межах тер,3
9869,у мене він,3
9870,у мене на,3
9871,у меншості про,3
9872,у мережі fac,5
9873,у минулому роц,5
9874,у молочну чер,5
9875,у моєму жит,4
9876,у моїй роб,4
9877,у музичній шко,5
9878,у місті ант,3
9879,у місті вно,3
9880,у міських шко,7
9881,у навчальному про,6
9882,у найстаршому кор,7
9883,у нараді взя,5
9884,у народі уни,5
9885,у населених пун,5
9886,у наукових екс,6
9887,у науку сло,4
9888,у наші дні,3
9889,у нашій див,3
9890,у небо зле,3
9891,у небі шіс,3
9892,у недоступні міс,8
9893,у неосвітленій вод,7
9894,у неї в,3
9895,у неї не,3
9896,у нього кол,4
9897,у нього не,4
9898,у ньому вза,4
9899,у ньому сво,6
9900,у німецькому вій,5
9901,у останні три,5
9902,у п'єсі фра,4
9903,у парашутному дес,7
9904,у паяльній лам,4
9905,у певному пор,3
9906,у переважній біл,7
9907,у передніх біч,5
9908,у передпокої під,10
9909,у перший рік,3
9910,у першу сві,3
9911,у першу чер,3
9912,у першій у,3
9913,у період оча,5
9914,у печері в,5
9915,у печі в,5
9916,у пивниці з,6
9917,у питанні пол,5
9918,у повідомленні наг,7
9919,у поле зор,3
9920,у полковій мед,6
9921,у полон або,5
9922,у поліцаїв аж,7
9923,у помешканнях офі,5
9924,у понад 3,3
9925,у понищених вій,5
9926,у порожніх кор,5
9927,у портфель кни,7
9928,у почесну вар,5
9929,у правобережній час,10
9930,у приготовлену зал,8
9931,у примітках пер,6
9932,у причини зву,6
9933,у провінції аль,6
9934,у протиправній дія,9
9935,у підземну кра,6
9936,у підміському пої,10
9937,у піднесенні ста,6
9938,у підсумковому зві,9
9939,у п’ятиденний стр,8
9940,у разі вин,3
9941,у разі збі,5
9942,у разі при,3
9943,у разі під,3
9944,у рамцях фон,3
9945,у ранньому дит,3
9946,у ранньому дит,7
9947,у рахунок спл,5
9948,у результаті між,9
9949,у результаті оде,9
9950,у результаті річ,9
9951,у результаті цих,9
9952,у рекомендаціях про,10
9953,у рельєфі поя,6
9954,у розвинених кап,6
9955,у розвиткові сус,3
9956,у розвитку інд,3
9957,у розкопках кул,6
9958,у розпорядженні сін,8
9959,у розробці нов,6
9960,у розслідуванні мож,7
9961,у руках нос,5
9962,у різних зак,6
9963,у різних час,3
9964,у самборі 191,3
9965,у самий кут,5
9966,у свому каб,4
9967,у своїй кім,4
9968,у своїй ріш,5
9969,у своїй стр,5
9970,у своїх спо,5
9971,у світовому гол,4
9972,у світі та,4
9973,у себастьяна фет,9
9974,у селі обт,5
9975,у семи обл,5
9976,у середині 193,5
9977,у середньовічній євр,11
9978,у середніх кла,5
9979,у середовищі яки,7
9980,у серпні й,3
9981,у синтезі всі,3
9982,у складнющому пор,8
9983,у складній док,8
9984,у складі свя,5
9985,у собі тіє,5
9986,у солодкій вто,5
9987,у соцмережах лег,8
9988,у спеціалізовані при,11
9989,у списку бул,4
9990,у списку най,4
9991,у справах вин,5
9992,у справах рел,5
9993,у справжню дру,5
9994,у сталість люд,4
9995,у старому пал,4
9996,у статевому акт,6
9997,у статутному кап,6
9998,у стилі рит,4
9999,у стиснутому так,4
10000,у столиці авс,6
10001,у струнку вис,5
10002,у студіях з,4
10003,у стінах нов,4
10004,у стінах нов,6
10005,у судах укр,5
10006,у сумах на,3
10007,у сумі 2-о,3
10008,у супроводі май,3
10009,у сусідній пал,5
10010,у сферах ефе,4
10011,у сфері зем,4
10012,у сценах з,4
10013,у сімдесятих сти,8
10014,у сірій зон,3
10015,у таких умо,3
10016,у такому виг,5
10017,у такому ста,5
10018,у таємній пив,4
10019,у твердій руц,7
10020,у твоє жит,5
10021,у теплих і,3
10022,у тому бас,3
10023,у тому буд,3
10024,у травні зах,4
10025,у тривалі від,6
10026,у трупу з,4
10027,у трусах вну,6
10028,у фабриці яри,3
10029,у феофанії від,6
10030,у формі бор,3
10031,у формі лис,3
10032,у формі ціл,3
10033,у фракції дем,4
10034,у франківську чи,7
10035,у хатинці біл,5
10036,у хвилини під,6
10037,у хмарний час,4
10038,у холодній вод,5
10039,у центрі фра,3
10040,у цьому поз,4
10041,у цілковитих мат,8
10042,у часи дощ,3
10043,у часи мог,5
10044,у частинок з,6
10045,у червні муз,7
10046,у чернівцях ми,9
10047,у читі дзя,5
10048,у читі час,5
10049,у чоловіка спр,7
10050,у чоловіка та,7
10051,у чоловічий зрі,7
10052,у чому річ,3
10053,у чорнило та,3
10054,у чорну п'я,3
10055,у широкому мас,5
10056,у ширшому сен,3
10057,у школу й,4
10058,у шпигунстві за,6
10059,у штрафний буд,5
10060,у юрка бул,5
10061,у якесь див,4
10062,у якої вон,4
10063,у якій psc,4
10064,у якій він,4
10065,у якій не,4
10066,у європейських літ,7
10067,у європі час,5
10068,у єдиному заг,4
10069,у єльцина поч,2
10070,у їство він,6
10071,у їхньому дин,2
10072,оге доживання вік,9
10073,ага була при,7
10074,агу незнайомого чол,10
10075,жно вивчив сво,5
10076,жно віддалік слу,5
10077,нює свою поз,6
10078,либ українських тер,8
10079,год було заб,5
10080,оду приватним інт,8
10081,ськ паспорті гра,5
10082,ькі робітники про,7
10083,ини приїхав оди,7
10084,ної дії све,5
10085,ому нічному клу,8
10086,уже багато нап,7
10087,уже багатьом спі,10
10088,уже закріпилися рад,10
10089,уже значно піз,6
10090,ому порівняльному під,10
10091,ена сума бюд,5
10092,яли участь бул,6
10093,тих українською мов,8
10094,зом президента укр,10
10095,ючи вензель кор,5
10096,ння тимчасового пер,10
10097,тре потрапив до,8
10098,їна кличе вас,6
10099,їна має вис,5
10100,їни або рег,6
10101,їни залишається чи,7
10102,їни затвердив фін,11
10103,їни марини пор,7
10104,їни містять так,5
10105,їни парламентські слу,8
10106,їни проводить вер,8
10107,їни розташована пер,10
10108,їни уперед не,8
10109,їни щодо зап,5
10110,нка легко поз,5
10111,нка присвятила вин,11
10112,нка формувала вла,10
10113,нки зречення гро,6
10114,нки такі роз,7
10115,нку цензурували над,12
10116,ька літературна мов,5
10117,ька мова в,5
10118,ким середнім кла,7
10119,ими землями на,5
10120,ких народних кар,7
10121,ких націоналістів мал,7
10122,ких позицій з,7
10123,ого політичного цен,9
10124,ого степового зап,6
10125,ому культурному про,9
10126,ому телебаченні він,9
10127,кою мовою чуж,7
10128,кої еміграції у,9
10129,кої зброї дал,7
10130,кої мови був,5
10131,кої самостійної соб,10
10132,ьку головну виз,7
10133,ьку самостійну соб,10
10134,ькі поселенці зар,9
10135,ькі самостійницькі пар,7
10136,нці візьмуться за,5
10137,нці становили вел,10
10138,їні або за,6
10139,їні виділялося $,9
10140,їні відомо дав,7
10141,їні діє так,5
10142,їні належить одн,7
10143,їні фіналів ліг,7
10144,їні щорічно утв,7
10145,їні ґрунтувалося на,11
10146,ків поміщицьких кни,7
10147,ене пиво hoe,5
10148,ний момент про,7
10149,ним письменником :),9
10150,яна супрун та,8
10151,ані завітав пре,9
10152,ься методами евт,5
10153,мов відповідно пен,10
10154,ови видобування газ,7
10155,ови доступні для,8
10156,ови оприлюднення дод,7
10157,ови розроблено тов,5
10158,ови угоди та,6
10159,ляє вівчара не,10
10160,док яких вид,6
10161,док її пес,5
10162,ути цього та,6
10163,цію чистого срі,5
10164,ьні кристали мас,9
